id,age,prior_experience,education_level,region,treatment,salary
3073,28,4.4,Master's,East,1,67301.33
3074,24,7.8,Master's,West,1,73353.46
3075,48,7.4,Master's,West,1,77116.37
3076,29,1.6,Master's,East,1,63338.23
3077,27,6.2,High School,North,1,65511.86
3078,24,3.8,Master's,North,0,63672.48
3079,30,4.0,Master's,West,0,55520.75
3080,48,0.0,High School,West,0,25063.75
3081,24,2.7,High School,North,1,46383.99
3082,48,1.4,Master's,East,0,43215.4
3083,41,4.7,High School,West,0,42881.42
3084,34,5.1,Master's,North,1,68718.16
3085,27,0.0,High School,East,0,33637.45
3086,46,3.0,High School,South,0,27838.11
3087,27,5.2,Bachelor's,East,1,60063.13
3088,41,2.6,High School,North,1,44252.33
3089,21,4.5,Bachelor's,East,0,57310.02
3090,37,3.7,Bachelor's,North,0,43537.77
3091,21,3.7,High School,West,0,42183.25
3092,39,2.5,High School,South,0,36731.47
3093,24,0.6,High School,West,0,36915.73
3094,39,0.8,High School,West,1,45249.98
3095,18,4.4,Bachelor's,North,1,61862.33
3096,29,3.0,Bachelor's,North,0,44343.42
3097,41,2.7,High School,North,1,38907.21
3098,30,2.2,Bachelor's,North,1,55692.09
3099,27,2.4,High School,West,0,39821.32
3100,32,5.1,High School,North,1,47407.13
3101,44,2.3,High School,North,0,30820.06
3102,30,0.3,Master's,West,0,47215.26
3103,40,4.5,Master's,South,1,70157.62
3104,39,2.6,Master's,South,1,57817.5
3105,39,3.1,High School,East,1,46318.05
3106,38,6.2,High School,West,0,39463.03
3107,39,3.0,Bachelor's,North,0,53762.96
3108,45,3.6,Bachelor's,East,0,42235.73
3109,26,0.6,Master's,South,0,49637.76
3110,43,2.6,High School,South,0,37507.18
3111,26,4.2,High School,West,0,49105.12
3112,32,0.0,Bachelor's,North,0,34038.73
3113,27,3.4,Master's,North,1,65511.33
3114,41,3.2,Master's,East,1,56112.61
3115,43,3.1,Bachelor's,South,0,37555.09
3116,42,5.1,Master's,East,1,73204.62
3117,46,3.7,Bachelor's,East,0,40081.5
3118,27,6.0,Master's,East,1,71727.34
3119,25,1.0,Master's,North,0,53094.94
3120,41,3.3,Master's,South,0,58548.97
3121,33,3.2,High School,East,1,46183.87
3122,34,0.9,High School,South,0,24641.96
3123,43,4.9,Bachelor's,South,0,55285.24
3124,44,7.6,Bachelor's,East,1,77659.32
3125,22,3.0,Master's,East,0,50586.77
3126,21,4.0,High School,West,0,38013.56
3127,35,3.2,High School,North,0,36882.6
3128,41,1.6,Bachelor's,South,0,45576.54
3129,36,0.0,High School,East,0,36142.59
3130,21,1.6,High School,East,1,38567.33
3131,45,0.2,High School,South,0,23156.84
3132,24,6.4,Bachelor's,East,1,78924.59
3133,27,2.8,High School,West,0,37422.73
3134,42,2.3,Master's,South,1,63188.95
3135,35,4.8,Bachelor's,East,1,58875.27
3136,36,0.8,Master's,South,0,49719.3
3137,21,1.5,Bachelor's,East,0,47199.12
3138,27,3.1,High School,East,1,50907.41
3139,18,5.1,High School,North,0,53876.9
3140,40,4.0,High School,South,0,40376.39
3141,35,3.5,Bachelor's,North,1,57175.54
3142,22,3.2,High School,East,1,50625.74
3143,32,3.8,High School,South,0,43726.22
3144,34,3.4,Bachelor's,South,0,49349.65
3145,20,0.9,High School,West,1,36398.09
3146,29,3.1,High School,West,0,40839.05
3147,19,0.9,Bachelor's,East,0,38687.0
3148,18,3.2,Master's,East,1,61581.61
3149,40,2.0,High School,East,1,46278.52
3150,38,8.1,High School,East,0,49428.68
3151,34,2.9,Master's,West,0,48083.68
3152,39,0.2,High School,South,0,17497.22
3153,33,2.7,Master's,North,1,71931.11
3154,22,4.0,High School,South,0,44894.81
3155,32,6.3,Master's,South,0,63456.36
3156,20,1.8,High School,West,1,42127.17
3157,45,0.0,Master's,South,0,30619.84
3158,24,4.6,High School,South,1,50258.38
3159,49,0.2,Bachelor's,East,0,42295.74
3160,28,2.1,High School,North,0,41093.94
3161,27,2.5,High School,South,0,40665.74
3162,26,2.9,Bachelor's,South,0,47374.16
3163,31,4.4,Bachelor's,North,1,67654.36
3164,30,1.6,Master's,East,0,48255.51
3165,46,2.5,Bachelor's,West,1,60783.57
3166,42,3.0,Master's,West,0,51991.47
3167,47,3.3,Bachelor's,South,1,53491.88
3168,42,3.2,Master's,East,0,49558.4
3169,19,3.9,Master's,West,1,61293.55
3170,49,4.7,High School,West,0,47358.38
3171,20,3.8,Master's,West,0,52642.08
3172,24,3.9,Master's,West,1,61556.37
3173,38,0.0,High School,West,0,33568.68
3174,35,3.1,Bachelor's,South,1,58941.22
3175,20,4.0,High School,West,1,56690.01
3176,27,4.5,Master's,South,1,70936.64
3177,39,1.6,High School,North,0,31080.34
3178,46,1.7,High School,North,0,35426.28
3179,24,1.9,Bachelor's,East,1,54181.06
3180,26,4.1,Bachelor's,South,0,45622.69
3181,34,5.1,Master's,East,1,64680.16
3182,28,2.2,Master's,North,1,58151.63
3183,24,4.8,Bachelor's,North,0,62630.69
3184,41,3.2,High School,North,1,47677.16
3185,45,2.8,Bachelor's,North,1,62418.62
3186,31,2.6,Bachelor's,West,0,43388.39
3187,36,4.5,Bachelor's,North,0,55923.86
3188,21,3.7,High School,West,0,45465.93
3189,43,7.6,Bachelor's,West,0,65417.91
3190,23,1.3,High School,East,0,35825.79
3191,27,4.0,Bachelor's,West,1,66995.44
3192,49,1.9,Bachelor's,East,1,55716.56
3193,24,1.3,Master's,West,0,57351.93
3194,30,3.0,Bachelor's,West,0,38835.2
3195,31,3.3,High School,North,0,41565.55
3196,21,8.8,Master's,South,1,82925.66
3197,25,2.6,Bachelor's,West,0,41212.53
3198,22,0.7,High School,South,0,35116.85
3199,18,3.5,Bachelor's,South,1,51187.65
3200,21,0.0,High School,South,0,26729.08
3201,20,2.8,Master's,West,1,53452.82
3202,26,3.0,Bachelor's,South,0,54889.28
3203,25,4.6,Bachelor's,West,0,50609.85
3204,18,4.9,High School,North,0,55676.15
3205,44,2.0,High School,West,0,39993.33
3206,23,2.7,Master's,East,1,65336.81
3207,26,1.5,Master's,North,1,56472.14
3208,24,0.7,High School,South,0,26999.87
3209,21,3.6,High School,South,0,43474.23
3210,30,0.5,High School,East,0,31000.92
3211,34,2.2,Bachelor's,North,1,47815.89
3212,45,1.0,Bachelor's,East,0,33444.66
3213,19,4.1,Bachelor's,South,0,45504.58
3214,45,6.6,Bachelor's,West,1,76913.42
3215,22,0.4,Master's,South,1,67256.86
3216,29,0.0,Bachelor's,East,0,39024.95
3217,44,2.8,High School,West,1,48995.39
3218,49,3.0,Bachelor's,West,0,45412.58
3219,38,3.4,Master's,South,1,60639.53
3220,25,2.1,Bachelor's,West,0,51197.97
3221,23,2.6,Bachelor's,North,0,55164.05
3222,25,3.7,Bachelor's,South,0,44737.97
3223,35,5.1,Master's,South,1,69828.39
3224,20,0.0,Bachelor's,North,1,45750.67
3225,39,2.3,High School,South,0,34685.17
3226,29,3.4,Master's,East,0,61212.39
3227,46,1.2,Master's,East,0,41932.34
3228,43,6.5,High School,South,0,51719.37
3229,20,1.7,Bachelor's,North,0,46828.73
3230,39,2.9,Bachelor's,West,1,56041.49
3231,23,4.1,High School,North,1,56801.47
3232,19,1.8,Master's,East,0,51190.55
3233,40,0.0,Bachelor's,South,1,54085.65
3234,29,2.1,Master's,North,1,53817.05
3235,19,5.1,High School,West,1,53432.77
3236,23,2.3,Bachelor's,West,0,44619.56
3237,34,1.3,High School,West,0,20560.36
3238,20,4.9,Bachelor's,West,1,57124.27
3239,19,2.3,Bachelor's,North,1,50947.35
3240,40,2.0,Bachelor's,West,0,48680.07
3241,47,3.3,High School,East,1,46362.52
3242,37,4.5,High School,West,0,39534.11
3243,25,7.8,High School,East,1,67377.71
3244,39,4.7,High School,North,1,45873.86
3245,29,5.3,Bachelor's,East,0,43602.82
3246,43,2.0,Bachelor's,North,1,52156.24
3247,21,0.9,Bachelor's,West,0,33606.26
3248,22,3.1,Bachelor's,South,1,50325.59
3249,30,3.2,High School,East,1,52510.19
3250,46,0.8,High School,East,0,36908.79
3251,48,2.6,High School,South,0,41892.55
3252,32,3.8,Master's,North,1,71939.79
3253,42,3.7,Bachelor's,North,0,55368.03
3254,40,4.0,High School,West,0,31382.78
3255,33,3.6,High School,East,1,52997.85
3256,27,2.0,Master's,North,0,48309.91
3257,47,2.0,Bachelor's,West,1,50179.48
3258,47,0.6,Bachelor's,North,1,52608.36
3259,42,6.6,Bachelor's,South,1,59057.17
3260,40,3.0,High School,South,0,30325.16
3261,33,2.6,Master's,South,0,55818.75
3262,29,1.1,Bachelor's,West,1,53866.18
3263,34,8.9,High School,East,0,57297.61
3264,33,0.9,Master's,South,0,43160.46
3265,29,2.1,Bachelor's,South,1,58146.06
3266,25,3.8,High School,North,0,44896.54
3267,37,4.2,Bachelor's,South,0,51027.8
3268,20,4.9,High School,East,1,48860.99
3269,33,6.6,High School,West,1,57719.41
3270,47,4.0,Bachelor's,South,1,64226.11
3271,30,0.9,High School,West,0,39299.77
3272,40,2.5,Master's,West,1,60825.65
3273,45,3.6,Master's,East,0,54598.63
3274,36,7.1,High School,North,1,60600.91
3275,25,0.2,Bachelor's,North,0,39987.63
3276,39,5.4,Master's,West,1,68310.12
3277,22,3.4,Bachelor's,South,1,43608.56
3278,37,4.7,Bachelor's,West,0,57990.83
3279,25,2.8,High School,North,1,57361.48
3280,41,1.3,Bachelor's,South,0,38883.4
3281,29,4.5,Bachelor's,North,1,56171.97
3282,18,4.3,Master's,East,0,57241.08
3283,42,4.9,High School,North,0,43894.82
3284,47,3.0,Master's,South,1,68897.77
3285,38,1.8,High School,South,0,35674.27
3286,37,0.0,Master's,West,1,51036.89
3287,23,4.6,Bachelor's,South,0,45324.19
3288,39,3.8,Bachelor's,East,1,63871.51
3289,35,1.1,Bachelor's,North,0,44202.86
3290,25,1.9,High School,West,0,41071.36
3291,24,2.1,High School,West,1,41358.51
3292,49,0.0,High School,South,0,39294.28
3293,18,1.4,High School,East,0,25375.43
3294,38,0.7,High School,West,0,35745.02
3295,33,2.2,Bachelor's,East,0,34977.21
3296,29,1.5,Bachelor's,East,0,38616.16
3297,23,0.0,High School,North,0,37805.11
3298,37,7.0,Master's,North,1,80292.36
3299,19,5.5,Bachelor's,North,1,61784.14
3300,46,1.4,Master's,East,1,56731.7
3301,31,3.5,Bachelor's,North,1,59137.64
3302,21,3.8,High School,West,0,44075.5
3303,18,5.4,Bachelor's,West,0,60404.41
3304,40,1.4,Bachelor's,South,1,49807.2
3305,35,5.2,High School,East,0,37493.72
3306,30,1.9,High School,North,1,46497.41
3307,19,0.3,High School,West,0,28697.67
3308,26,4.4,High School,East,0,36841.65
3309,38,5.6,Bachelor's,East,1,66232.9
3310,19,8.2,Bachelor's,North,1,71461.89
3311,44,0.6,High School,East,0,33334.21
3312,42,4.4,Bachelor's,North,1,56721.3
3313,26,2.2,Bachelor's,North,0,46974.75
3314,18,4.6,High School,North,1,47114.66
3315,28,0.1,High School,East,0,26038.41
3316,20,0.5,High School,East,1,40208.81
3317,37,1.4,High School,North,1,53053.84
3318,47,3.2,High School,East,0,43397.91
3319,40,1.7,High School,North,1,50539.47
3320,43,4.3,Bachelor's,South,1,68039.71
3321,21,5.1,Bachelor's,East,1,81175.53
3322,35,4.2,High School,East,0,42805.41
3323,40,6.2,High School,South,0,55814.73
3324,23,3.8,Bachelor's,South,1,64558.14
3325,20,0.6,Master's,South,0,51678.78
3326,39,5.7,Bachelor's,North,1,74051.46
3327,28,1.8,Bachelor's,North,0,41272.5
3328,32,4.8,High School,West,1,51969.09
3329,39,6.1,High School,South,0,50041.23
3330,45,3.9,Master's,West,0,55826.63
3331,22,0.0,High School,North,0,31615.55
3332,37,1.2,Master's,East,1,66304.47
3333,27,5.6,Bachelor's,South,1,62545.73
3334,29,2.7,Bachelor's,East,0,44461.87
3335,32,3.2,High School,North,1,50349.0
3336,34,4.5,Bachelor's,South,0,50411.35
3337,27,4.4,Bachelor's,West,1,51607.91
3338,23,3.6,High School,West,1,47772.16
3339,35,2.6,High School,North,1,51184.86
3340,30,2.4,Master's,East,1,69311.72
3341,20,4.7,Bachelor's,North,0,46374.3
3342,47,4.1,Bachelor's,East,0,44525.01
3343,41,2.5,High School,North,0,37607.37
3344,27,5.2,Bachelor's,West,1,53114.7
3345,47,2.7,Bachelor's,East,0,44000.94
3346,31,1.3,Bachelor's,North,0,33209.82
3347,23,1.5,Bachelor's,South,1,59291.48
3348,20,1.0,Bachelor's,West,0,37280.9
3349,33,2.5,Bachelor's,West,0,53629.71
3350,24,5.5,High School,South,0,51969.95
3351,37,1.4,Master's,North,0,45937.84
3352,31,3.4,Bachelor's,East,0,42771.06
3353,26,1.7,High School,West,1,44092.14
3354,32,2.5,Bachelor's,North,0,44914.91
3355,38,0.0,Master's,South,1,56730.73
3356,20,2.6,High School,East,1,43794.05
3357,19,2.6,High School,North,0,41569.74
3358,44,4.1,Bachelor's,North,0,51568.37
3359,19,3.4,High School,West,1,48637.71
3360,20,0.6,Bachelor's,West,0,36249.44
3361,35,5.2,High School,East,0,44580.76
3362,31,3.4,Bachelor's,North,1,54177.31
3363,37,3.4,High School,South,1,50482.55
3364,35,3.0,High School,South,0,39372.1
3365,49,2.0,Master's,East,0,52201.99
3366,27,3.4,Bachelor's,North,0,57138.03
3367,42,4.0,High School,West,0,41191.31
3368,19,0.0,High School,North,0,35022.99
3369,42,1.9,Bachelor's,West,0,44915.37
3370,46,2.5,Bachelor's,South,0,44279.1
3371,39,3.5,Master's,East,1,64941.23
3372,18,5.4,Master's,East,1,70865.73
3373,21,1.5,Bachelor's,East,0,43768.39
3374,48,2.0,Bachelor's,West,0,39215.63
3375,31,2.0,Bachelor's,South,0,36598.09
3376,18,1.4,Bachelor's,South,1,55462.32
3377,31,2.3,High School,East,1,51407.5
3378,33,4.5,High School,East,0,47352.99
3379,39,0.9,High School,West,0,33451.85
3380,31,3.9,High School,West,0,45403.01
3381,46,0.0,High School,North,0,33567.15
3382,37,1.9,Bachelor's,West,0,47570.12
3383,20,2.3,Bachelor's,North,0,40725.36
3384,20,6.3,Bachelor's,East,0,51564.4
3385,26,2.5,High School,South,0,35408.34
3386,23,0.0,High School,West,0,29913.08
3387,42,0.0,Bachelor's,South,1,46790.39
3388,30,3.1,High School,West,1,39820.73
3389,38,4.2,Bachelor's,West,1,69291.09
3390,19,3.8,Master's,North,1,64882.51
3391,25,3.3,High School,West,0,40868.94
3392,38,5.3,High School,East,0,52196.3
3393,19,1.9,Bachelor's,South,0,32037.59
3394,21,4.8,Master's,West,1,66810.99
3395,42,0.0,Bachelor's,South,0,36064.41
3396,32,1.2,Master's,South,1,56888.76
3397,21,0.0,High School,South,0,29132.57
3398,30,2.5,Master's,West,1,69586.6
3399,45,2.9,High School,North,0,42089.73
3400,29,3.2,High School,South,0,44474.79
3401,49,3.1,Master's,South,1,64606.9
3402,49,1.1,Master's,West,0,41437.81
3403,49,2.6,High School,West,1,37460.07
3404,45,0.0,High School,East,0,22368.28
3405,30,5.7,High School,East,1,58978.2
3406,48,2.4,High School,North,1,47337.09
3407,31,2.0,High School,North,1,45015.87
3408,37,6.2,Master's,North,1,71690.76
3409,35,0.5,Bachelor's,North,1,59605.13
3410,46,0.7,Bachelor's,South,0,36131.96
3411,45,0.8,Bachelor's,West,0,45061.78
3412,48,2.9,Bachelor's,East,1,56602.34
3413,23,3.9,Bachelor's,South,1,59285.09
3414,49,4.5,Bachelor's,West,1,67321.24
3415,46,8.1,High School,West,1,71744.62
3416,28,0.0,Bachelor's,South,0,36802.25
3417,47,4.2,Bachelor's,South,0,54648.43
3418,19,1.9,Master's,East,0,52476.67
3419,45,1.8,Master's,North,1,60518.69
3420,40,1.8,Bachelor's,North,1,54302.64
3421,36,1.2,Bachelor's,East,1,48107.34
3422,48,6.4,High School,East,1,57576.65
3423,36,4.7,Bachelor's,North,1,59150.61
3424,22,3.0,High School,South,0,43646.06
3425,36,5.7,High School,North,0,46630.09
3426,19,0.0,High School,West,0,23511.43
3427,27,0.3,Bachelor's,West,1,45398.58
3428,42,0.0,High School,East,0,14003.68
3429,19,1.6,Master's,North,1,57331.05
3430,47,3.3,High School,North,1,50158.42
3431,28,3.2,Master's,West,1,63936.47
3432,35,3.3,Bachelor's,North,1,67796.82
3433,46,0.2,High School,East,0,33408.19
3434,48,4.6,High School,East,0,46471.19
3435,41,3.5,Bachelor's,West,0,40221.42
3436,32,4.5,Bachelor's,North,1,59575.12
3437,26,0.0,Bachelor's,North,0,35566.69
3438,40,3.6,High School,West,1,46938.54
3439,36,0.6,Bachelor's,South,0,35874.01
3440,26,2.2,Master's,South,0,42575.45
3441,20,4.1,High School,North,0,35826.92
3442,38,3.2,Bachelor's,East,0,51917.03
3443,26,1.3,High School,South,0,33176.19
3444,45,3.0,Bachelor's,North,1,54505.63
3445,47,0.0,Bachelor's,South,0,37972.94
3446,31,5.3,High School,West,0,51738.56
3447,36,2.6,High School,South,1,47789.35
3448,24,5.2,High School,South,1,58413.17
3449,33,1.9,Bachelor's,West,0,39607.79
3450,33,2.0,Bachelor's,East,0,40765.39
3451,45,1.5,Master's,North,0,51184.76
3452,18,4.8,Bachelor's,East,1,71720.31
3453,21,1.6,High School,East,0,41892.29
3454,21,4.3,Master's,South,0,60781.71
3455,24,2.2,Bachelor's,North,1,55462.45
3456,25,0.0,Bachelor's,South,0,45005.35
3457,34,1.9,High School,West,1,49551.51
3458,22,0.6,High School,East,0,20457.04
3459,24,3.1,Master's,East,0,48933.76
3460,45,0.6,Bachelor's,West,0,41548.26
3461,37,4.9,High School,North,0,35621.01
3462,46,2.8,Bachelor's,East,1,51965.6
3463,37,2.6,Master's,East,1,59435.35
3464,21,4.3,High School,North,1,51654.52
3465,45,4.9,Bachelor's,South,0,51346.29
3466,23,3.0,Master's,West,1,62433.81
3467,24,1.5,High School,North,0,38499.34
3468,35,0.0,Bachelor's,West,0,36673.88
3469,48,1.6,Bachelor's,West,0,40960.55
3470,22,1.8,Bachelor's,East,1,46550.87
3471,37,3.2,High School,North,1,54764.08
3472,48,2.3,High School,West,0,33571.63
3473,47,4.4,Bachelor's,South,0,45692.45
3474,49,1.8,High School,West,0,36387.55
3475,46,2.9,Bachelor's,East,1,52823.05
3476,20,5.4,High School,South,1,53474.16
3477,24,3.7,High School,South,0,42343.25
3478,44,2.9,Master's,North,0,52007.36
3479,45,1.8,Bachelor's,South,0,54946.38
3480,39,1.7,Master's,North,0,49826.47
3481,31,1.3,High School,North,1,46985.51
3482,24,1.9,Bachelor's,South,0,34045.49
3483,22,4.5,High School,North,0,39230.75
3484,46,2.6,Bachelor's,North,1,50234.1
3485,39,0.3,Bachelor's,South,0,34129.46
3486,22,6.5,High School,East,1,61686.71
3487,47,3.6,Master's,West,0,61097.62
3488,40,0.2,High School,North,0,32281.49
3489,19,2.1,Bachelor's,North,1,53215.68
3490,47,3.2,Master's,South,1,61511.04
3491,44,6.4,Master's,West,1,79795.55
3492,38,0.8,Master's,West,1,67707.6
3493,39,5.0,High School,North,0,45531.52
3494,23,5.8,High School,South,0,52093.73
3495,32,1.7,High School,East,0,36944.93
3496,38,2.4,Bachelor's,West,0,49112.44
3497,27,0.9,Bachelor's,East,0,34959.41
3498,40,2.6,High School,South,1,45338.55
3499,43,2.9,Bachelor's,East,1,58757.81
3500,41,4.3,High School,South,0,49020.35
3501,24,5.2,High School,North,1,51450.43
3502,22,1.5,Bachelor's,East,1,42344.93
3503,18,0.0,Bachelor's,North,1,45508.68
3504,30,3.0,Master's,North,1,68923.18
3505,38,3.6,High School,South,0,32841.75
3506,43,3.5,Bachelor's,East,0,42611.91
3507,35,2.3,High School,West,0,37819.55
3508,30,3.2,High School,East,0,39168.66
3509,38,6.0,Bachelor's,West,1,69065.0
3510,38,3.8,Master's,North,1,60146.77
3511,35,2.3,High School,North,0,35134.9
3512,22,2.0,High School,South,0,41974.74
3513,30,2.7,Bachelor's,West,0,40016.4
3514,49,6.3,High School,East,0,56205.0
3515,21,2.6,Master's,South,1,57563.11
3516,34,3.0,Bachelor's,South,1,61128.14
3517,20,2.0,High School,South,1,44241.33
3518,34,5.2,Bachelor's,East,0,47869.36
3519,45,6.9,Bachelor's,South,0,56274.53
3520,28,3.9,High School,East,1,54428.32
3521,48,3.2,Bachelor's,South,0,47462.37
3522,38,3.1,High School,West,1,54813.04
3523,37,0.0,Bachelor's,North,1,55178.7
3524,49,4.5,High School,West,1,47555.75
3525,40,3.3,Master's,West,1,58523.65
3526,38,3.9,High School,South,0,35046.08
3527,43,1.6,High School,West,0,30235.25
3528,47,2.2,Master's,West,0,57214.33
3529,21,2.2,High School,West,1,49335.66
3530,19,5.0,High School,South,0,42404.6
3531,37,2.2,High School,East,0,36671.93
3532,33,7.2,High School,North,1,68517.49
3533,45,3.9,Master's,North,1,76125.23
3534,35,0.4,Bachelor's,East,0,40642.83
3535,25,2.7,High School,East,0,24932.32
3536,20,1.7,Bachelor's,West,0,44576.38
3537,26,0.0,Bachelor's,North,0,42673.74
3538,46,6.2,Master's,East,1,74719.99
3539,37,4.4,High School,West,1,56851.43
3540,46,4.1,Bachelor's,North,0,51984.57
3541,23,3.3,Bachelor's,South,1,51819.19
3542,27,0.2,Bachelor's,South,0,34276.7
3543,38,2.0,Bachelor's,North,1,52492.54
3544,27,4.7,High School,North,0,49377.76
3545,30,0.9,Bachelor's,South,1,46863.26
3546,34,0.0,Bachelor's,South,1,50279.51
3547,26,2.5,Master's,North,0,54155.83
3548,49,2.7,High School,West,1,56080.44
3549,34,3.3,Bachelor's,East,0,47604.98
3550,41,4.5,Master's,East,1,59597.32
3551,26,4.3,Bachelor's,North,0,54059.99
3552,26,3.5,Master's,East,1,76242.89
3553,18,5.4,Master's,South,1,74735.11
3554,19,0.0,High School,South,0,26061.69
3555,45,4.0,Bachelor's,East,1,54617.76
3556,33,4.3,High School,North,1,47994.39
3557,46,0.5,Bachelor's,South,1,59579.19
3558,18,0.0,High School,West,0,28363.36
3559,27,1.5,Bachelor's,West,0,39211.13
3560,35,1.7,Bachelor's,South,0,42238.57
3561,43,4.5,Bachelor's,South,1,59935.98
3562,49,1.8,High School,East,0,43151.02
3563,45,1.3,Master's,North,0,43789.52
3564,25,1.8,High School,East,0,41233.41
3565,38,5.2,High School,North,0,46322.25
3566,45,3.0,High School,West,1,55113.39
3567,28,2.6,Master's,West,0,60837.59
3568,40,2.8,Master's,North,0,53763.96
3569,19,5.6,Bachelor's,East,1,63177.04
3570,25,1.5,Master's,South,0,49835.86
3571,44,5.6,High School,North,1,56419.2
3572,39,3.4,Master's,East,1,56978.15
3573,25,2.7,High School,West,0,45799.89
3574,34,8.0,High School,South,0,55234.33
3575,32,0.9,High School,West,0,26850.67
3576,34,2.3,Bachelor's,North,0,34540.27
3577,45,0.5,Bachelor's,West,1,37967.42
3578,40,4.9,High School,West,1,58567.17
3579,41,6.4,Master's,North,1,71040.25
3580,30,6.3,Bachelor's,South,1,64745.03
3581,36,5.4,High School,North,1,58784.46
3582,22,2.6,Bachelor's,East,1,53234.04
3583,49,2.3,Bachelor's,North,0,47541.18
3584,29,0.0,Master's,North,0,45476.32
3585,18,7.1,Bachelor's,South,0,58794.59
3586,40,3.9,Bachelor's,East,0,41950.12
3587,22,2.0,High School,West,1,41949.6
3588,25,5.7,Bachelor's,West,0,57981.02
3589,30,1.1,Master's,West,0,44753.3
3590,25,3.8,High School,West,1,57466.58
3591,42,2.7,Master's,South,1,74696.23
3592,40,4.3,Bachelor's,East,0,54113.99
3593,28,2.9,High School,South,1,56082.72
3594,18,0.1,Master's,North,0,48898.07
3595,30,3.2,Bachelor's,East,1,54782.15
3596,36,5.1,High School,East,1,56293.94
3597,41,2.9,High School,West,0,48891.31
3598,20,4.6,High School,West,0,41032.92
3599,41,0.9,Master's,West,0,42530.19
3600,34,2.9,Bachelor's,West,1,51171.46
